# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  petml/data/unsupervised/jackhmmer_hmm_b04.txt
# target sequence database:        petml/data/tmp/sequences.fasta
# output directed to file:         ./petml_output/homolog_hmmout/output.txt
# MSA of all hits saved to file:   ./petml_output/homolog_hmmout/aln.sto
# per-seq hits tabular output:     ./petml_output/homolog_hmmout/tab_output.txt
# show alignments in output:       no
# sequence reporting threshold:    score >= 0
# domain reporting threshold:      score >= 0
# sequence inclusion threshold:    score >= 0
# domain inclusion threshold:      score >= 0
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PETH_IDESA_b04  [M=314]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence Description
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.3   0.2   6.8e-73   6.8e-73      29     311 ..      20     286 ..      14     289 .. 0.95

>> Seq449  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.1   1.3   7.7e-73   7.7e-73      28     306 ..     156     413 ..     146     425 .. 0.95

>> Seq475  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.3   7.6   6.9e-73   6.9e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq343  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.2   0.1   7.3e-73   7.3e-73      29     311 ..      20     286 ..      14     289 .. 0.95

>> Seq285  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.2   7.8   7.4e-73   7.4e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq231  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.1   7.9   7.7e-73   7.7e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq191  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  239.9   7.6   8.6e-73   8.6e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq62  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.0   0.6   8.5e-73   8.5e-73      28     311 ..      31     305 ..       3     308 .] 0.91

>> Seq314  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  239.7   8.7     1e-72     1e-72       7     310 ..      14     287 ..       8     291 .. 0.94

>> Seq26  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  239.6   0.5   1.1e-72   1.1e-72      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq223  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  239.3   0.6   1.4e-72   1.4e-72      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq237  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  239.3   0.5   1.4e-72   1.4e-72      28     311 ..      31     305 ..       3     308 .] 0.91

>> Seq379  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  239.3   0.6   1.4e-72   1.4e-72      28     311 ..      31     305 ..       3     308 .] 0.91

>> Seq324  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  238.9   0.6   1.8e-72   1.8e-72      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq165  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  238.9   0.7   1.8e-72   1.8e-72      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq126  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  238.8   0.6   1.9e-72   1.9e-72      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq317  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  238.7   0.1     2e-72     2e-72      29     311 ..      20     286 ..      14     289 .. 0.95

>> Seq3  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  238.8   0.7     2e-72     2e-72      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq414  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  238.7   0.6     2e-72     2e-72      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq402  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  238.7   7.9   2.1e-72   2.1e-72       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq12  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  238.7   0.5   2.1e-72   2.1e-72      28     311 ..      31     305 ..       3     308 .] 0.91

>> Seq434  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  238.4   0.6   2.5e-72   2.5e-72      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq4  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  238.4   7.8   2.6e-72   2.6e-72       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq84  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  238.3   0.6   2.8e-72   2.8e-72      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq145  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  238.2   8.3   2.8e-72   2.8e-72       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq224  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  237.7   0.1   4.3e-72   4.3e-72      29     310 ..       6     268 ..       2     271 .] 0.96

>> Seq211  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  237.3   0.5   5.6e-72   5.6e-72      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq404  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  236.8   0.5   7.7e-72   7.7e-72      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq49  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  236.6   0.4   9.1e-72   9.1e-72      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq332  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  236.4   0.2     1e-71     1e-71      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq288  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  236.3   0.2   1.1e-71   1.1e-71      31     311 ..      12     272 ..       4     275 .] 0.96

>> Seq366  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  236.0   0.7   1.3e-71   1.3e-71      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq73  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  236.0   0.2   1.3e-71   1.3e-71      28     311 ..      31     305 ..       3     308 .] 0.91

>> Seq408  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  235.6   0.2   1.8e-71   1.8e-71      28     311 ..      31     305 ..       3     308 .] 0.91

>> Seq167  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  235.6   4.9   1.8e-71   1.8e-71      31     311 ..       2     254 ..       1     256 [] 0.96

>> Seq80  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  235.4   0.0   2.1e-71   2.1e-71      32     311 ..      16     275 ..       7     277 .] 0.96

>> Seq309  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  235.1   0.6   2.6e-71   2.6e-71      28     311 ..      32     301 ..       4     304 .] 0.92

>> Seq488  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  234.7   0.0   3.4e-71   3.4e-71      32     311 ..      19     278 ..      11     280 .] 0.97

>> Seq179  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  233.9   0.1   5.9e-71   5.9e-71      31     311 ..      12     272 ..       4     275 .] 0.96

>> Seq350  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  233.6   0.4   7.3e-71   7.3e-71      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq122  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  233.3   6.0   9.4e-71   9.4e-71      30     301 ..       1     243 [.       1     251 [] 0.95

>> Seq500  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  233.0   0.7   1.2e-70   1.2e-70      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq152  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  232.8   0.4   1.3e-70   1.3e-70      28     311 ..      32     301 ..       4     304 .] 0.92

>> Seq148  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  220.3  11.8   8.4e-67   8.4e-67      19     306 ..      16     285 ..       4     296 .. 0.94

>> Seq57  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  216.6   6.3   1.1e-65   1.1e-65      30     311 ..       2     253 ..       1     256 [. 0.97

>> Seq187  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  181.1   0.1     7e-55     7e-55      42     298 ..      31     267 ..       3     277 .. 0.93

>> Seq364  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  178.9   0.5   3.3e-54   3.3e-54      39     303 ..      28     272 ..       6     283 .. 0.94

>> Seq76  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  169.7   9.1   2.1e-51   2.1e-51      43     300 ..       4     244 ..       1     246 [] 0.94

>> Seq88  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  167.2   8.0   1.2e-50   1.2e-50      47     301 ..       2     239 ..       1     242 [] 0.94

>> Seq261  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  162.4   4.9   3.5e-49   3.5e-49      47     300 ..       3     239 ..       1     241 [] 0.94

>> Seq344  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  109.9   0.5   3.4e-33   3.4e-33      29     164 ..       1     120 []       1     120 [] 0.98

>> Seq121  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  108.4   0.2   9.4e-33   9.4e-33      29     164 ..       1     120 []       1     120 [] 0.95

>> Seq272  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
